Start_District,End_District,Start_Lat,Start_Lon,End_Lat,End_Lon,Distance_km,Taxi_Type,Tunnels,Tunnel_Fee_HKD,Fare_HKD,Fare_Divided_By_3,Estimated_Time_Minutes,Start_Coordinates,End_Coordinates,Start_Value_for_tableau_district,End_Value_for_tableau_district
Central and Western,Central and Western,22.285,114.158,22.285,114.158,0.0,urban,None,0,29.0,9.7,0,"(22.285, 114.158)","(22.285, 114.158)",8,8
Central and Western,Eastern,22.285,114.158,22.283,114.233,7.7,urban,None,0,114.4,38.1,12,"(22.285, 114.158)","(22.283, 114.233)",8,10
Central and Western,Islands,22.285,114.158,22.267,113.95,21.5,urban,None,0,259.5,86.5,33,"(22.285, 114.158)","(22.267, 113.95)",8,2
Central and Western,Kowloon City,22.285,114.158,22.323,114.188,5.2,urban,Western Harbour Crossing,50,142.2,47.4,14,"(22.285, 114.158)","(22.323, 114.188)",8,17
Central and Western,Kowloon City,22.285,114.158,22.323,114.188,5.2,urban,Cross-Harbour Tunnel,50,142.2,47.4,14,"(22.285, 114.158)","(22.323, 114.188)",8,17
Central and Western,Kwai Tsing,22.285,114.158,22.358,114.125,8.8,urban,"Western Harbour Crossing, Tai Lam Tunnel",105,238.7,79.6,16,"(22.285, 114.158)","(22.358, 114.125)",8,5
Central and Western,Kwun Tong,22.285,114.158,22.31,114.225,7.4,urban,Western Harbour Crossing,50,167.6,55.9,15,"(22.285, 114.158)","(22.31, 114.225)",8,6
Central and Western,Kwun Tong,22.285,114.158,22.31,114.225,7.4,urban,Eastern Harbour Crossing,50,167.6,55.9,15,"(22.285, 114.158)","(22.31, 114.225)",8,6
Central and Western,Kwun Tong,22.285,114.158,22.31,114.225,7.4,urban,Cross-Harbour Tunnel,50,167.6,55.9,15,"(22.285, 114.158)","(22.31, 114.225)",8,6
Central and Western,North District,22.285,114.158,22.5,114.133,23.9,urban,"Cross-Harbour Tunnel, Tate's Cairn Tunnel",70,342.2,114.1,31,"(22.285, 114.158)","(22.5, 114.133)",8,0
Central and Western,North District,22.285,114.158,22.5,114.133,23.9,urban,"Western Harbour Crossing, Tai Lam Tunnel",105,377.2,125.7,31,"(22.285, 114.158)","(22.5, 114.133)",8,0
Central and Western,Sai Kung,22.285,114.158,22.4,114.267,17.0,urban,"Cross-Harbour Tunnel, Tate's Cairn Tunnel",70,312.3,104.1,40,"(22.285, 114.158)","(22.4, 114.267)",8,5
Central and Western,Sai Kung,22.285,114.158,22.4,114.267,17.0,urban,"Western Harbour Crossing, Tai Lam Tunnel",105,347.3,115.8,40,"(22.285, 114.158)","(22.4, 114.267)",8,5
Central and Western,Sham Shui Po,22.285,114.158,22.333,114.167,5.4,urban,Western Harbour Crossing,50,148.3,49.4,16,"(22.285, 114.158)","(22.333, 114.167)",8,8
Central and Western,Sham Shui Po,22.285,114.158,22.333,114.167,5.4,urban,Cross-Harbour Tunnel,50,148.3,49.4,16,"(22.285, 114.158)","(22.333, 114.167)",8,8
Central and Western,Sha Tin,22.285,114.158,22.383,114.2,11.7,urban,"Cross-Harbour Tunnel, Tate's Cairn Tunnel",70,231.2,77.1,19,"(22.285, 114.158)","(22.383, 114.2)",8,6
Central and Western,Sha Tin,22.285,114.158,22.383,114.2,11.7,urban,"Western Harbour Crossing, Tai Lam Tunnel",105,266.2,88.7,19,"(22.285, 114.158)","(22.383, 114.2)",8,6
Central and Western,Sha Tin,22.285,114.158,22.383,114.2,11.7,urban,"Cross-Harbour Tunnel, Eagle's Nest Tunnel",58,219.2,73.1,19,"(22.285, 114.158)","(22.383, 114.2)",8,6
Central and Western,Southern District,22.285,114.158,22.242,114.15,4.8,urban,None,0,86.0,28.7,13,"(22.285, 114.158)","(22.242, 114.15)",8,4
Central and Western,Tai Po,22.285,114.158,22.45,114.167,18.3,urban,"Cross-Harbour Tunnel, Tate's Cairn Tunnel",70,298.5,99.5,29,"(22.285, 114.158)","(22.45, 114.167)",8,2
Central and Western,Tai Po,22.285,114.158,22.45,114.167,18.3,urban,"Western Harbour Crossing, Tai Lam Tunnel",105,333.5,111.2,29,"(22.285, 114.158)","(22.45, 114.167)",8,2
Central and Western,Tsuen Wan,22.285,114.158,22.367,114.117,10.0,urban,"Western Harbour Crossing, Tai Lam Tunnel",105,244.0,81.3,14,"(22.285, 114.158)","(22.367, 114.117)",8,4
Central and Western,Tuen Mun,22.285,114.158,22.4,113.975,22.7,urban,"Western Harbour Crossing, Tai Lam Tunnel",105,362.5,120.8,28,"(22.285, 114.158)","(22.4, 113.975)",8,2
Central and Western,Wan Chai,22.285,114.158,22.278,114.178,2.2,urban,None,0,47.9,16.0,8,"(22.285, 114.158)","(22.278, 114.178)",8,7
Central and Western,Wong Tai Sin,22.285,114.158,22.342,114.183,6.8,urban,Western Harbour Crossing,50,165.3,55.1,17,"(22.285, 114.158)","(22.342, 114.183)",8,3
Central and Western,Wong Tai Sin,22.285,114.158,22.342,114.183,6.8,urban,Cross-Harbour Tunnel,50,165.3,55.1,17,"(22.285, 114.158)","(22.342, 114.183)",8,3
Central and Western,Yau Tsim Mong,22.285,114.158,22.3,114.175,2.4,urban,Western Harbour Crossing,50,112.7,37.6,14,"(22.285, 114.158)","(22.3, 114.175)",8,9
Central and Western,Yau Tsim Mong,22.285,114.158,22.3,114.175,2.4,urban,Cross-Harbour Tunnel,50,112.7,37.6,14,"(22.285, 114.158)","(22.3, 114.175)",8,9
Central and Western,Yuen Long,22.285,114.158,22.433,114.033,20.8,urban,"Western Harbour Crossing, Tai Lam Tunnel",105,351.3,117.1,29,"(22.285, 114.158)","(22.433, 114.033)",8,1
Eastern,Central and Western,22.283,114.233,22.285,114.158,7.7,urban,None,0,116.5,38.8,13,"(22.283, 114.233)","(22.285, 114.158)",10,8
Eastern,Eastern,22.283,114.233,22.283,114.233,0.0,urban,None,0,29.0,9.7,0,"(22.283, 114.233)","(22.283, 114.233)",10,10
Eastern,Islands,22.283,114.233,22.267,113.95,29.2,urban,None,0,338.5,112.8,45,"(22.283, 114.233)","(22.267, 113.95)",10,2
Eastern,Kowloon City,22.283,114.233,22.323,114.188,6.4,urban,Eastern Harbour Crossing,50,158.9,53.0,16,"(22.283, 114.233)","(22.323, 114.188)",10,17
Eastern,Kowloon City,22.283,114.233,22.323,114.188,6.4,urban,Cross-Harbour Tunnel,50,158.9,53.0,16,"(22.283, 114.233)","(22.323, 114.188)",10,17
Eastern,Kwai Tsing,22.283,114.233,22.358,114.125,13.9,urban,"Western Harbour Crossing, Tai Lam Tunnel",105,298.4,99.5,27,"(22.283, 114.233)","(22.358, 114.125)",10,5
Eastern,Kwun Tong,22.283,114.233,22.31,114.225,3.1,urban,Eastern Harbour Crossing,50,115.8,38.6,12,"(22.283, 114.233)","(22.31, 114.225)",10,6
Eastern,Kwun Tong,22.283,114.233,22.31,114.225,3.1,urban,Cross-Harbour Tunnel,50,115.8,38.6,12,"(22.283, 114.233)","(22.31, 114.225)",10,6
Eastern,North District,22.283,114.233,22.5,114.133,26.1,urban,"Cross-Harbour Tunnel, Tate's Cairn Tunnel",70,359.7,119.9,32,"(22.283, 114.233)","(22.5, 114.133)",10,0
Eastern,North District,22.283,114.233,22.5,114.133,26.1,urban,"Western Harbour Crossing, Tai Lam Tunnel",105,394.7,131.6,32,"(22.283, 114.233)","(22.5, 114.133)",10,0
Eastern,Sai Kung,22.283,114.233,22.4,114.267,13.4,urban,"Cross-Harbour Tunnel, Tate's Cairn Tunnel",70,279.0,93.0,36,"(22.283, 114.233)","(22.4, 114.267)",10,5
Eastern,Sai Kung,22.283,114.233,22.4,114.267,13.4,urban,"Western Harbour Crossing, Tai Lam Tunnel",105,314.0,104.7,36,"(22.283, 114.233)","(22.4, 114.267)",10,5
Eastern,Sham Shui Po,22.283,114.233,22.333,114.167,8.8,urban,Eastern Harbour Crossing,50,198.4,66.1,23,"(22.283, 114.233)","(22.333, 114.167)",10,8
Eastern,Sham Shui Po,22.283,114.233,22.333,114.167,8.8,urban,Cross-Harbour Tunnel,50,198.4,66.1,23,"(22.283, 114.233)","(22.333, 114.167)",10,8
Eastern,Sha Tin,22.283,114.233,22.383,114.2,11.6,urban,"Cross-Harbour Tunnel, Tate's Cairn Tunnel",70,232.6,77.5,20,"(22.283, 114.233)","(22.383, 114.2)",10,6
Eastern,Sha Tin,22.283,114.233,22.383,114.2,11.6,urban,"Western Harbour Crossing, Tai Lam Tunnel",105,267.6,89.2,20,"(22.283, 114.233)","(22.383, 114.2)",10,6
Eastern,Sha Tin,22.283,114.233,22.383,114.2,11.6,urban,"Cross-Harbour Tunnel, Eagle's Nest Tunnel",58,220.6,73.5,20,"(22.283, 114.233)","(22.383, 114.2)",10,6
Eastern,Southern District,22.283,114.233,22.242,114.15,9.7,urban,None,0,143.0,47.7,17,"(22.283, 114.233)","(22.242, 114.15)",10,4
Eastern,Tai Po,22.283,114.233,22.45,114.167,19.7,urban,"Cross-Harbour Tunnel, Tate's Cairn Tunnel",70,312.5,104.2,31,"(22.283, 114.233)","(22.45, 114.167)",10,2
Eastern,Tai Po,22.283,114.233,22.45,114.167,19.7,urban,"Western Harbour Crossing, Tai Lam Tunnel",105,347.5,115.8,31,"(22.283, 114.233)","(22.45, 114.167)",10,2
Eastern,Tsuen Wan,22.283,114.233,22.367,114.117,15.1,urban,"Western Harbour Crossing, Tai Lam Tunnel",105,305.1,101.7,26,"(22.283, 114.233)","(22.367, 114.117)",10,4
Eastern,Tuen Mun,22.283,114.233,22.4,113.975,29.6,urban,"Western Harbour Crossing, Tai Lam Tunnel",105,433.4,144.5,39,"(22.283, 114.233)","(22.4, 113.975)",10,2
Eastern,Wan Chai,22.283,114.233,22.278,114.178,5.7,urban,None,0,95.1,31.7,13,"(22.283, 114.233)","(22.278, 114.178)",10,7
Eastern,Wong Tai Sin,22.283,114.233,22.342,114.183,8.3,urban,Eastern Harbour Crossing,50,191.6,63.9,22,"(22.283, 114.233)","(22.342, 114.183)",10,3
Eastern,Wong Tai Sin,22.283,114.233,22.342,114.183,8.3,urban,Cross-Harbour Tunnel,50,191.6,63.9,22,"(22.283, 114.233)","(22.342, 114.183)",10,3
Eastern,Yau Tsim Mong,22.283,114.233,22.3,114.175,6.3,urban,Eastern Harbour Crossing,50,161.6,53.9,18,"(22.283, 114.233)","(22.3, 114.175)",10,9
Eastern,Yau Tsim Mong,22.283,114.233,22.3,114.175,6.3,urban,Cross-Harbour Tunnel,50,161.6,53.9,18,"(22.283, 114.233)","(22.3, 114.175)",10,9
Eastern,Yuen Long,22.283,114.233,22.433,114.033,26.5,urban,"Western Harbour Crossing, Tai Lam Tunnel",105,415.8,138.6,41,"(22.283, 114.233)","(22.433, 114.033)",10,1
Islands,Central and Western,22.267,113.95,22.285,114.158,21.5,lantau,None,0,277.5,92.5,37,"(22.267, 113.95)","(22.285, 114.158)",2,8
Islands,Eastern,22.267,113.95,22.283,114.233,29.2,lantau,None,0,354.3,118.1,45,"(22.267, 113.95)","(22.283, 114.233)",2,10
Islands,Islands,22.267,113.95,22.267,113.95,0.0,lantau,None,0,24.0,8.0,0,"(22.267, 113.95)","(22.267, 113.95)",2,2
Islands,Kowloon City,22.267,113.95,22.323,114.188,25.3,lantau,None,0,313.4,104.5,40,"(22.267, 113.95)","(22.323, 114.188)",2,17
Islands,Kwai Tsing,22.267,113.95,22.358,114.125,20.7,lantau,None,0,253.4,84.5,28,"(22.267, 113.95)","(22.358, 114.125)",2,5
Islands,Kwun Tong,22.267,113.95,22.31,114.225,28.7,lantau,None,0,344.7,114.9,42,"(22.267, 113.95)","(22.31, 114.225)",2,6
Islands,North District,22.267,113.95,22.5,114.133,32.0,lantau,None,0,366.6,122.2,40,"(22.267, 113.95)","(22.5, 114.133)",2,0
Islands,Sai Kung,22.267,113.95,22.4,114.267,35.8,lantau,None,0,435.6,145.2,60,"(22.267, 113.95)","(22.4, 114.267)",2,5
Islands,Sham Shui Po,22.267,113.95,22.333,114.167,23.5,lantau,None,0,287.8,95.9,34,"(22.267, 113.95)","(22.333, 114.167)",2,8
Islands,Sha Tin,22.267,113.95,22.383,114.2,28.8,lantau,None,0,333.7,111.2,36,"(22.267, 113.95)","(22.383, 114.2)",2,6
Islands,Southern District,22.267,113.95,22.242,114.15,20.8,lantau,None,0,290.7,96.9,47,"(22.267, 113.95)","(22.242, 114.15)",2,4
Islands,Tai Po,22.267,113.95,22.45,114.167,30.2,lantau,None,0,365.7,121.9,47,"(22.267, 113.95)","(22.45, 114.167)",2,2
Islands,Tsuen Wan,22.267,113.95,22.367,114.117,20.5,lantau,None,0,250.0,83.3,27,"(22.267, 113.95)","(22.367, 114.117)",2,4
Islands,Tuen Mun,22.267,113.95,22.4,113.975,15.0,lantau,None,0,202.1,67.4,29,"(22.267, 113.95)","(22.4, 113.975)",2,2
Islands,Wan Chai,22.267,113.95,22.278,114.178,23.5,lantau,None,0,304.9,101.6,43,"(22.267, 113.95)","(22.278, 114.178)",2,7
Islands,Wong Tai Sin,22.267,113.95,22.342,114.183,25.4,lantau,None,0,310.4,103.5,38,"(22.267, 113.95)","(22.342, 114.183)",2,3
Islands,Yau Tsim Mong,22.267,113.95,22.3,114.175,23.5,lantau,None,0,295.0,98.3,38,"(22.267, 113.95)","(22.3, 114.175)",2,9
Islands,Yuen Long,22.267,113.95,22.433,114.033,20.3,lantau,None,0,269.4,89.8,38,"(22.267, 113.95)","(22.433, 114.033)",2,1
Kowloon City,Central and Western,22.323,114.188,22.285,114.158,5.2,urban,Western Harbour Crossing,50,142.2,47.4,14,"(22.323, 114.188)","(22.285, 114.158)",17,8
Kowloon City,Central and Western,22.323,114.188,22.285,114.158,5.2,urban,Cross-Harbour Tunnel,50,142.2,47.4,14,"(22.323, 114.188)","(22.285, 114.158)",17,8
Kowloon City,Eastern,22.323,114.188,22.283,114.233,6.4,urban,Eastern Harbour Crossing,50,158.9,53.0,16,"(22.323, 114.188)","(22.283, 114.233)",17,10
Kowloon City,Eastern,22.323,114.188,22.283,114.233,6.4,urban,Cross-Harbour Tunnel,50,158.9,53.0,16,"(22.323, 114.188)","(22.283, 114.233)",17,10
Kowloon City,Islands,22.323,114.188,22.267,113.95,25.3,urban,None,0,298.5,99.5,39,"(22.323, 114.188)","(22.267, 113.95)",17,2
Kowloon City,Kowloon City,22.323,114.188,22.323,114.188,0.0,urban,None,0,29.0,9.7,0,"(22.323, 114.188)","(22.323, 114.188)",17,17
Kowloon City,Kwai Tsing,22.323,114.188,22.358,114.125,7.6,urban,Tai Lam Tunnel,55,182.3,60.8,19,"(22.323, 114.188)","(22.358, 114.125)",17,5
Kowloon City,Kwun Tong,22.323,114.188,22.31,114.225,4.1,urban,None,0,78.1,26.0,13,"(22.323, 114.188)","(22.31, 114.225)",17,6
Kowloon City,North District,22.323,114.188,22.5,114.133,20.4,urban,Tate's Cairn Tunnel,20,256.9,85.6,26,"(22.323, 114.188)","(22.5, 114.133)",17,0
Kowloon City,North District,22.323,114.188,22.5,114.133,20.4,urban,Lion Rock Tunnel,8,244.9,81.6,26,"(22.323, 114.188)","(22.5, 114.133)",17,0
Kowloon City,Sai Kung,22.323,114.188,22.4,114.267,11.8,urban,Tate's Cairn Tunnel,20,211.3,70.4,33,"(22.323, 114.188)","(22.4, 114.267)",17,5
Kowloon City,Sai Kung,22.323,114.188,22.4,114.267,11.8,urban,Lion Rock Tunnel,8,199.3,66.4,33,"(22.323, 114.188)","(22.4, 114.267)",17,5
Kowloon City,Sham Shui Po,22.323,114.188,22.333,114.167,2.4,urban,None,0,65.0,21.7,15,"(22.323, 114.188)","(22.333, 114.167)",17,8
Kowloon City,Sha Tin,22.323,114.188,22.383,114.2,6.8,urban,Tate's Cairn Tunnel,20,126.3,42.1,13,"(22.323, 114.188)","(22.383, 114.2)",17,6
Kowloon City,Sha Tin,22.323,114.188,22.383,114.2,6.8,urban,Lion Rock Tunnel,8,114.3,38.1,13,"(22.323, 114.188)","(22.383, 114.2)",17,6
Kowloon City,Sha Tin,22.323,114.188,22.383,114.2,6.8,urban,Eagle's Nest Tunnel,8,114.3,38.1,13,"(22.323, 114.188)","(22.383, 114.2)",17,6
Kowloon City,Southern District,22.323,114.188,22.242,114.15,9.8,urban,None,0,143.7,47.9,17,"(22.323, 114.188)","(22.242, 114.15)",17,4
Kowloon City,Tai Po,22.323,114.188,22.45,114.167,14.2,urban,Tate's Cairn Tunnel,20,209.5,69.8,24,"(22.323, 114.188)","(22.45, 114.167)",17,2
Kowloon City,Tai Po,22.323,114.188,22.45,114.167,14.2,urban,Lion Rock Tunnel,8,197.5,65.8,24,"(22.323, 114.188)","(22.45, 114.167)",17,2
Kowloon City,Tsuen Wan,22.323,114.188,22.367,114.117,8.8,urban,Tai Lam Tunnel,55,193.1,64.4,18,"(22.323, 114.188)","(22.367, 114.117)",17,4
Kowloon City,Tuen Mun,22.323,114.188,22.4,113.975,23.5,urban,Tai Lam Tunnel,55,326.5,108.8,32,"(22.323, 114.188)","(22.4, 113.975)",17,2
Kowloon City,Wan Chai,22.323,114.188,22.278,114.178,5.1,urban,Cross-Harbour Tunnel,50,138.7,46.2,13,"(22.323, 114.188)","(22.278, 114.178)",17,7
Kowloon City,Wong Tai Sin,22.323,114.188,22.342,114.183,2.2,urban,None,0,58.0,19.3,13,"(22.323, 114.188)","(22.342, 114.183)",17,3
Kowloon City,Yau Tsim Mong,22.323,114.188,22.3,114.175,2.9,urban,None,0,61.3,20.4,11,"(22.323, 114.188)","(22.3, 114.175)",17,9
Kowloon City,Yuen Long,22.323,114.188,22.433,114.033,20.1,urban,Tai Lam Tunnel,55,304.4,101.5,33,"(22.323, 114.188)","(22.433, 114.033)",17,1
Kwai Tsing,Central and Western,22.358,114.125,22.285,114.158,8.8,new_territories,"Western Harbour Crossing, Tai Lam Tunnel",105,214.1,71.4,14,"(22.358, 114.125)","(22.285, 114.158)",5,8
Kwai Tsing,Eastern,22.358,114.125,22.283,114.233,13.9,new_territories,"Western Harbour Crossing, Tai Lam Tunnel",105,257.4,85.8,23,"(22.358, 114.125)","(22.283, 114.233)",5,10
Kwai Tsing,Islands,22.358,114.125,22.267,113.95,20.7,new_territories,None,0,207.4,69.1,27,"(22.358, 114.125)","(22.267, 113.95)",5,2
Kwai Tsing,Kowloon City,22.358,114.125,22.323,114.188,7.6,new_territories,Tai Lam Tunnel,55,165.6,55.2,17,"(22.358, 114.125)","(22.323, 114.188)",5,17
Kwai Tsing,Kwai Tsing,22.358,114.125,22.358,114.125,0.0,new_territories,None,0,25.5,8.5,0,"(22.358, 114.125)","(22.358, 114.125)",5,5
Kwai Tsing,Kwun Tong,22.358,114.125,22.31,114.225,11.6,new_territories,Tai Lam Tunnel,55,183.7,61.2,19,"(22.358, 114.125)","(22.31, 114.225)",5,6
Kwai Tsing,North District,22.358,114.125,22.5,114.133,15.7,new_territories,Tai Lam Tunnel,55,222.3,74.1,24,"(22.358, 114.125)","(22.5, 114.133)",5,0
Kwai Tsing,Sai Kung,22.358,114.125,22.4,114.267,15.3,new_territories,Tai Lam Tunnel,55,246.1,82.0,38,"(22.358, 114.125)","(22.4, 114.267)",5,5
Kwai Tsing,Sham Shui Po,22.358,114.125,22.333,114.167,5.1,new_territories,Tai Lam Tunnel,55,131.2,43.7,11,"(22.358, 114.125)","(22.333, 114.167)",5,8
Kwai Tsing,Sha Tin,22.358,114.125,22.383,114.2,8.2,new_territories,Tai Lam Tunnel,55,164.1,54.7,14,"(22.358, 114.125)","(22.383, 114.2)",5,6
Kwai Tsing,Sha Tin,22.358,114.125,22.383,114.2,8.2,new_territories,"Eagle's Nest Tunnel, Tai Lam Tunnel",63,172.1,57.4,14,"(22.358, 114.125)","(22.383, 114.2)",5,6
Kwai Tsing,Southern District,22.358,114.125,22.242,114.15,13.1,new_territories,None,0,148.8,49.6,24,"(22.358, 114.125)","(22.242, 114.15)",5,4
Kwai Tsing,Tai Po,22.358,114.125,22.45,114.167,11.1,new_territories,Tai Lam Tunnel,55,189.6,63.2,24,"(22.358, 114.125)","(22.45, 114.167)",5,2
Kwai Tsing,Tsuen Wan,22.358,114.125,22.367,114.117,1.3,new_territories,None,0,35.0,11.7,5,"(22.358, 114.125)","(22.367, 114.117)",5,4
Kwai Tsing,Tuen Mun,22.358,114.125,22.4,113.975,16.1,new_territories,None,0,162.4,54.1,20,"(22.358, 114.125)","(22.4, 113.975)",5,2
Kwai Tsing,Wan Chai,22.358,114.125,22.278,114.178,10.4,new_territories,"Western Harbour Crossing, Tai Lam Tunnel",105,227.3,75.8,20,"(22.358, 114.125)","(22.278, 114.178)",5,7
Kwai Tsing,Wong Tai Sin,22.358,114.125,22.342,114.183,6.2,new_territories,Tai Lam Tunnel,55,149.2,49.7,15,"(22.358, 114.125)","(22.342, 114.183)",5,3
Kwai Tsing,Yau Tsim Mong,22.358,114.125,22.3,114.175,8.2,new_territories,Tai Lam Tunnel,55,166.0,55.3,15,"(22.358, 114.125)","(22.3, 114.175)",5,9
Kwai Tsing,Yuen Long,22.358,114.125,22.433,114.033,12.6,new_territories,None,0,139.6,46.5,21,"(22.358, 114.125)","(22.433, 114.033)",5,1
Kwun Tong,Central and Western,22.31,114.225,22.285,114.158,7.4,urban,Western Harbour Crossing,50,171.8,57.3,17,"(22.31, 114.225)","(22.285, 114.158)",6,8
Kwun Tong,Central and Western,22.31,114.225,22.285,114.158,7.4,urban,Eastern Harbour Crossing,50,171.8,57.3,17,"(22.31, 114.225)","(22.285, 114.158)",6,8
Kwun Tong,Central and Western,22.31,114.225,22.285,114.158,7.4,urban,Cross-Harbour Tunnel,50,171.8,57.3,17,"(22.31, 114.225)","(22.285, 114.158)",6,8
Kwun Tong,Eastern,22.31,114.225,22.283,114.233,3.1,urban,Eastern Harbour Crossing,50,115.8,38.6,12,"(22.31, 114.225)","(22.283, 114.233)",6,10
Kwun Tong,Eastern,22.31,114.225,22.283,114.233,3.1,urban,Cross-Harbour Tunnel,50,115.8,38.6,12,"(22.31, 114.225)","(22.283, 114.233)",6,10
Kwun Tong,Islands,22.31,114.225,22.267,113.95,28.7,urban,None,0,331.0,110.3,43,"(22.31, 114.225)","(22.267, 113.95)",6,2
Kwun Tong,Kowloon City,22.31,114.225,22.323,114.188,4.1,urban,None,0,73.9,24.6,11,"(22.31, 114.225)","(22.323, 114.188)",6,17
Kwun Tong,Kwai Tsing,22.31,114.225,22.358,114.125,11.6,urban,Tai Lam Tunnel,55,228.1,76.0,25,"(22.31, 114.225)","(22.358, 114.125)",6,5
Kwun Tong,Kwun Tong,22.31,114.225,22.31,114.225,0.0,urban,None,0,29.0,9.7,0,"(22.31, 114.225)","(22.31, 114.225)",6,6
Kwun Tong,North District,22.31,114.225,22.5,114.133,23.1,urban,Tate's Cairn Tunnel,20,277.7,92.6,27,"(22.31, 114.225)","(22.5, 114.133)",6,0
Kwun Tong,North District,22.31,114.225,22.5,114.133,23.1,urban,Lion Rock Tunnel,8,265.7,88.6,27,"(22.31, 114.225)","(22.5, 114.133)",6,0
Kwun Tong,Sai Kung,22.31,114.225,22.4,114.267,10.9,urban,Tate's Cairn Tunnel,20,200.7,66.9,31,"(22.31, 114.225)","(22.4, 114.267)",6,5
Kwun Tong,Sai Kung,22.31,114.225,22.4,114.267,10.9,urban,Lion Rock Tunnel,8,188.7,62.9,31,"(22.31, 114.225)","(22.4, 114.267)",6,5
Kwun Tong,Sham Shui Po,22.31,114.225,22.333,114.167,6.5,urban,None,0,114.0,38.0,18,"(22.31, 114.225)","(22.333, 114.167)",6,8
Kwun Tong,Sha Tin,22.31,114.225,22.383,114.2,8.5,urban,Tate's Cairn Tunnel,20,146.5,48.8,14,"(22.31, 114.225)","(22.383, 114.2)",6,6
Kwun Tong,Sha Tin,22.31,114.225,22.383,114.2,8.5,urban,Lion Rock Tunnel,8,134.5,44.8,14,"(22.31, 114.225)","(22.383, 114.2)",6,6
Kwun Tong,Sha Tin,22.31,114.225,22.383,114.2,8.5,urban,Eagle's Nest Tunnel,8,134.5,44.8,14,"(22.31, 114.225)","(22.383, 114.2)",6,6
Kwun Tong,Southern District,22.31,114.225,22.242,114.15,10.8,urban,None,0,159.1,53.0,21,"(22.31, 114.225)","(22.242, 114.15)",6,4
Kwun Tong,Tai Po,22.31,114.225,22.45,114.167,16.6,urban,Tate's Cairn Tunnel,20,228.3,76.1,25,"(22.31, 114.225)","(22.45, 114.167)",6,2
Kwun Tong,Tai Po,22.31,114.225,22.45,114.167,16.6,urban,Lion Rock Tunnel,8,216.3,72.1,25,"(22.31, 114.225)","(22.45, 114.167)",6,2
Kwun Tong,Tsuen Wan,22.31,114.225,22.367,114.117,12.8,urban,Tai Lam Tunnel,55,232.3,77.4,23,"(22.31, 114.225)","(22.367, 114.117)",6,4
Kwun Tong,Tuen Mun,22.31,114.225,22.4,113.975,27.6,urban,Tai Lam Tunnel,55,365.5,121.8,37,"(22.31, 114.225)","(22.4, 113.975)",6,2
Kwun Tong,Wan Chai,22.31,114.225,22.278,114.178,6.0,urban,Eastern Harbour Crossing,50,154.6,51.5,16,"(22.31, 114.225)","(22.278, 114.178)",6,7
Kwun Tong,Wan Chai,22.31,114.225,22.278,114.178,6.0,urban,Cross-Harbour Tunnel,50,154.6,51.5,16,"(22.31, 114.225)","(22.278, 114.178)",6,7
Kwun Tong,Wong Tai Sin,22.31,114.225,22.342,114.183,5.6,urban,None,0,98.2,32.7,15,"(22.31, 114.225)","(22.342, 114.183)",6,3
